timestamp_utc,timestamp_local,is_covid_period,is_post_invasion
2024-03-17T14:00:00+00:00,2024-03-17T15:00:00+01:00,0,1
2024-03-17T15:00:00+00:00,2024-03-17T16:00:00+01:00,0,1
2024-03-17T16:00:00+00:00,2024-03-17T17:00:00+01:00,0,1
2024-03-17T17:00:00+00:00,2024-03-17T18:00:00+01:00,0,1
2024-03-17T18:00:00+00:00,2024-03-17T19:00:00+01:00,0,1
2024-03-17T19:00:00+00:00,2024-03-17T20:00:00+01:00,0,1
2024-03-17T20:00:00+00:00,2024-03-17T21:00:00+01:00,0,1
2024-03-17T21:00:00+00:00,2024-03-17T22:00:00+01:00,0,1
2024-03-17T22:00:00+00:00,2024-03-17T23:00:00+01:00,0,1
2024-03-17T23:00:00+00:00,2024-03-18T00:00:00+01:00,0,1
2024-03-18T00:00:00+00:00,2024-03-18T01:00:00+01:00,0,1
2024-03-18T01:00:00+00:00,2024-03-18T02:00:00+01:00,0,1
2024-03-18T02:00:00+00:00,2024-03-18T03:00:00+01:00,0,1
2024-03-18T03:00:00+00:00,2024-03-18T04:00:00+01:00,0,1
2024-03-18T04:00:00+00:00,2024-03-18T05:00:00+01:00,0,1
2024-03-18T05:00:00+00:00,2024-03-18T06:00:00+01:00,0,1
2024-03-18T06:00:00+00:00,2024-03-18T07:00:00+01:00,0,1
2024-03-18T07:00:00+00:00,2024-03-18T08:00:00+01:00,0,1
2024-03-18T08:00:00+00:00,2024-03-18T09:00:00+01:00,0,1
2024-03-18T09:00:00+00:00,2024-03-18T10:00:00+01:00,0,1
2024-03-18T10:00:00+00:00,2024-03-18T11:00:00+01:00,0,1
2024-03-18T11:00:00+00:00,2024-03-18T12:00:00+01:00,0,1
2024-03-18T12:00:00+00:00,2024-03-18T13:00:00+01:00,0,1
2024-03-18T13:00:00+00:00,2024-03-18T14:00:00+01:00,0,1
2024-03-18T14:00:00+00:00,2024-03-18T15:00:00+01:00,0,1
2024-03-18T15:00:00+00:00,2024-03-18T16:00:00+01:00,0,1
2024-03-18T16:00:00+00:00,2024-03-18T17:00:00+01:00,0,1
2024-03-18T17:00:00+00:00,2024-03-18T18:00:00+01:00,0,1
2024-03-18T18:00:00+00:00,2024-03-18T19:00:00+01:00,0,1
2024-03-18T19:00:00+00:00,2024-03-18T20:00:00+01:00,0,1
2024-03-18T20:00:00+00:00,2024-03-18T21:00:00+01:00,0,1
2024-03-18T21:00:00+00:00,2024-03-18T22:00:00+01:00,0,1
2024-03-18T22:00:00+00:00,2024-03-18T23:00:00+01:00,0,1
2024-03-18T23:00:00+00:00,2024-03-19T00:00:00+01:00,0,1
2024-03-19T00:00:00+00:00,2024-03-19T01:00:00+01:00,0,1
2024-03-19T01:00:00+00:00,2024-03-19T02:00:00+01:00,0,1
2024-03-19T02:00:00+00:00,2024-03-19T03:00:00+01:00,0,1
2024-03-19T03:00:00+00:00,2024-03-19T04:00:00+01:00,0,1
2024-03-19T04:00:00+00:00,2024-03-19T05:00:00+01:00,0,1
2024-03-19T05:00:00+00:00,2024-03-19T06:00:00+01:00,0,1
2024-03-19T06:00:00+00:00,2024-03-19T07:00:00+01:00,0,1
2024-03-19T07:00:00+00:00,2024-03-19T08:00:00+01:00,0,1
2024-03-19T08:00:00+00:00,2024-03-19T09:00:00+01:00,0,1
2024-03-19T09:00:00+00:00,2024-03-19T10:00:00+01:00,0,1
2024-03-19T10:00:00+00:00,2024-03-19T11:00:00+01:00,0,1
2024-03-19T11:00:00+00:00,2024-03-19T12:00:00+01:00,0,1
2024-03-19T12:00:00+00:00,2024-03-19T13:00:00+01:00,0,1
2024-03-19T13:00:00+00:00,2024-03-19T14:00:00+01:00,0,1
2024-03-19T14:00:00+00:00,2024-03-19T15:00:00+01:00,0,1
2024-03-19T15:00:00+00:00,2024-03-19T16:00:00+01:00,0,1
2024-03-19T16:00:00+00:00,2024-03-19T17:00:00+01:00,0,1
2024-03-19T17:00:00+00:00,2024-03-19T18:00:00+01:00,0,1
2024-03-19T18:00:00+00:00,2024-03-19T19:00:00+01:00,0,1
2024-03-19T19:00:00+00:00,2024-03-19T20:00:00+01:00,0,1
2024-03-19T20:00:00+00:00,2024-03-19T21:00:00+01:00,0,1
2024-03-19T21:00:00+00:00,2024-03-19T22:00:00+01:00,0,1
2024-03-19T22:00:00+00:00,2024-03-19T23:00:00+01:00,0,1
2024-03-19T23:00:00+00:00,2024-03-20T00:00:00+01:00,0,1
2024-03-20T00:00:00+00:00,2024-03-20T01:00:00+01:00,0,1
2024-03-20T01:00:00+00:00,2024-03-20T02:00:00+01:00,0,1
2024-03-20T02:00:00+00:00,2024-03-20T03:00:00+01:00,0,1
2024-03-20T03:00:00+00:00,2024-03-20T04:00:00+01:00,0,1
2024-03-20T04:00:00+00:00,2024-03-20T05:00:00+01:00,0,1
2024-03-20T05:00:00+00:00,2024-03-20T06:00:00+01:00,0,1
2024-03-20T06:00:00+00:00,2024-03-20T07:00:00+01:00,0,1
2024-03-20T07:00:00+00:00,2024-03-20T08:00:00+01:00,0,1
2024-03-20T08:00:00+00:00,2024-03-20T09:00:00+01:00,0,1
2024-03-20T09:00:00+00:00,2024-03-20T10:00:00+01:00,0,1
2024-03-20T10:00:00+00:00,2024-03-20T11:00:00+01:00,0,1
2024-03-20T11:00:00+00:00,2024-03-20T12:00:00+01:00,0,1
2024-03-20T12:00:00+00:00,2024-03-20T13:00:00+01:00,0,1
2024-03-20T13:00:00+00:00,2024-03-20T14:00:00+01:00,0,1
2024-03-20T14:00:00+00:00,2024-03-20T15:00:00+01:00,0,1
2024-03-20T15:00:00+00:00,2024-03-20T16:00:00+01:00,0,1
2024-03-20T16:00:00+00:00,2024-03-20T17:00:00+01:00,0,1
2024-03-20T17:00:00+00:00,2024-03-20T18:00:00+01:00,0,1
2024-03-20T18:00:00+00:00,2024-03-20T19:00:00+01:00,0,1
2024-03-20T19:00:00+00:00,2024-03-20T20:00:00+01:00,0,1
2024-03-20T20:00:00+00:00,2024-03-20T21:00:00+01:00,0,1
2024-03-20T21:00:00+00:00,2024-03-20T22:00:00+01:00,0,1
2024-03-20T22:00:00+00:00,2024-03-20T23:00:00+01:00,0,1
2024-03-20T23:00:00+00:00,2024-03-21T00:00:00+01:00,0,1
2024-03-21T00:00:00+00:00,2024-03-21T01:00:00+01:00,0,1
2024-03-21T01:00:00+00:00,2024-03-21T02:00:00+01:00,0,1
2024-03-21T02:00:00+00:00,2024-03-21T03:00:00+01:00,0,1
2024-03-21T03:00:00+00:00,2024-03-21T04:00:00+01:00,0,1
2024-03-21T04:00:00+00:00,2024-03-21T05:00:00+01:00,0,1
2024-03-21T05:00:00+00:00,2024-03-21T06:00:00+01:00,0,1
2024-03-21T06:00:00+00:00,2024-03-21T07:00:00+01:00,0,1
2024-03-21T07:00:00+00:00,2024-03-21T08:00:00+01:00,0,1
2024-03-21T08:00:00+00:00,2024-03-21T09:00:00+01:00,0,1
2024-03-21T09:00:00+00:00,2024-03-21T10:00:00+01:00,0,1
2024-03-21T10:00:00+00:00,2024-03-21T11:00:00+01:00,0,1
2024-03-21T11:00:00+00:00,2024-03-21T12:00:00+01:00,0,1
2024-03-21T12:00:00+00:00,2024-03-21T13:00:00+01:00,0,1
2024-03-21T13:00:00+00:00,2024-03-21T14:00:00+01:00,0,1
2024-03-21T14:00:00+00:00,2024-03-21T15:00:00+01:00,0,1
2024-03-21T15:00:00+00:00,2024-03-21T16:00:00+01:00,0,1
2024-03-21T16:00:00+00:00,2024-03-21T17:00:00+01:00,0,1
2024-03-21T17:00:00+00:00,2024-03-21T18:00:00+01:00,0,1
2024-03-21T18:00:00+00:00,2024-03-21T19:00:00+01:00,0,1
2024-03-21T19:00:00+00:00,2024-03-21T20:00:00+01:00,0,1
2024-03-21T20:00:00+00:00,2024-03-21T21:00:00+01:00,0,1
2024-03-21T21:00:00+00:00,2024-03-21T22:00:00+01:00,0,1
2024-03-21T22:00:00+00:00,2024-03-21T23:00:00+01:00,0,1
2024-03-21T23:00:00+00:00,2024-03-22T00:00:00+01:00,0,1
2024-03-22T00:00:00+00:00,2024-03-22T01:00:00+01:00,0,1
2024-03-22T01:00:00+00:00,2024-03-22T02:00:00+01:00,0,1
2024-03-22T02:00:00+00:00,2024-03-22T03:00:00+01:00,0,1
2024-03-22T03:00:00+00:00,2024-03-22T04:00:00+01:00,0,1
2024-03-22T04:00:00+00:00,2024-03-22T05:00:00+01:00,0,1
2024-03-22T05:00:00+00:00,2024-03-22T06:00:00+01:00,0,1
2024-03-22T06:00:00+00:00,2024-03-22T07:00:00+01:00,0,1
2024-03-22T07:00:00+00:00,2024-03-22T08:00:00+01:00,0,1
2024-03-22T08:00:00+00:00,2024-03-22T09:00:00+01:00,0,1
2024-03-22T09:00:00+00:00,2024-03-22T10:00:00+01:00,0,1
2024-03-22T10:00:00+00:00,2024-03-22T11:00:00+01:00,0,1
2024-03-22T11:00:00+00:00,2024-03-22T12:00:00+01:00,0,1
2024-03-22T12:00:00+00:00,2024-03-22T13:00:00+01:00,0,1
2024-03-22T13:00:00+00:00,2024-03-22T14:00:00+01:00,0,1
2024-03-22T14:00:00+00:00,2024-03-22T15:00:00+01:00,0,1
2024-03-22T15:00:00+00:00,2024-03-22T16:00:00+01:00,0,1
2024-03-22T16:00:00+00:00,2024-03-22T17:00:00+01:00,0,1
2024-03-22T17:00:00+00:00,2024-03-22T18:00:00+01:00,0,1
2024-03-22T18:00:00+00:00,2024-03-22T19:00:00+01:00,0,1
2024-03-22T19:00:00+00:00,2024-03-22T20:00:00+01:00,0,1
2024-03-22T20:00:00+00:00,2024-03-22T21:00:00+01:00,0,1
2024-03-22T21:00:00+00:00,2024-03-22T22:00:00+01:00,0,1
2024-03-22T22:00:00+00:00,2024-03-22T23:00:00+01:00,0,1
2024-03-22T23:00:00+00:00,2024-03-23T00:00:00+01:00,0,1
2024-03-23T00:00:00+00:00,2024-03-23T01:00:00+01:00,0,1
2024-03-23T01:00:00+00:00,2024-03-23T02:00:00+01:00,0,1
2024-03-23T02:00:00+00:00,2024-03-23T03:00:00+01:00,0,1
2024-03-23T03:00:00+00:00,2024-03-23T04:00:00+01:00,0,1
2024-03-23T04:00:00+00:00,2024-03-23T05:00:00+01:00,0,1
2024-03-23T05:00:00+00:00,2024-03-23T06:00:00+01:00,0,1
2024-03-23T06:00:00+00:00,2024-03-23T07:00:00+01:00,0,1
2024-03-23T07:00:00+00:00,2024-03-23T08:00:00+01:00,0,1
2024-03-23T08:00:00+00:00,2024-03-23T09:00:00+01:00,0,1
2024-03-23T09:00:00+00:00,2024-03-23T10:00:00+01:00,0,1
2024-03-23T10:00:00+00:00,2024-03-23T11:00:00+01:00,0,1
2024-03-23T11:00:00+00:00,2024-03-23T12:00:00+01:00,0,1
2024-03-23T12:00:00+00:00,2024-03-23T13:00:00+01:00,0,1
2024-03-23T13:00:00+00:00,2024-03-23T14:00:00+01:00,0,1
2024-03-23T14:00:00+00:00,2024-03-23T15:00:00+01:00,0,1
2024-03-23T15:00:00+00:00,2024-03-23T16:00:00+01:00,0,1
2024-03-23T16:00:00+00:00,2024-03-23T17:00:00+01:00,0,1
2024-03-23T17:00:00+00:00,2024-03-23T18:00:00+01:00,0,1
2024-03-23T18:00:00+00:00,2024-03-23T19:00:00+01:00,0,1
2024-03-23T19:00:00+00:00,2024-03-23T20:00:00+01:00,0,1
2024-03-23T20:00:00+00:00,2024-03-23T21:00:00+01:00,0,1
2024-03-23T21:00:00+00:00,2024-03-23T22:00:00+01:00,0,1
2024-03-23T22:00:00+00:00,2024-03-23T23:00:00+01:00,0,1
2024-03-23T23:00:00+00:00,2024-03-24T00:00:00+01:00,0,1
2024-03-24T00:00:00+00:00,2024-03-24T01:00:00+01:00,0,1
2024-03-24T01:00:00+00:00,2024-03-24T02:00:00+01:00,0,1
2024-03-24T02:00:00+00:00,2024-03-24T03:00:00+01:00,0,1
2024-03-24T03:00:00+00:00,2024-03-24T04:00:00+01:00,0,1
2024-03-24T04:00:00+00:00,2024-03-24T05:00:00+01:00,0,1
2024-03-24T05:00:00+00:00,2024-03-24T06:00:00+01:00,0,1
2024-03-24T06:00:00+00:00,2024-03-24T07:00:00+01:00,0,1
2024-03-24T07:00:00+00:00,2024-03-24T08:00:00+01:00,0,1
2024-03-24T08:00:00+00:00,2024-03-24T09:00:00+01:00,0,1
2024-03-24T09:00:00+00:00,2024-03-24T10:00:00+01:00,0,1
2024-03-24T10:00:00+00:00,2024-03-24T11:00:00+01:00,0,1
2024-03-24T11:00:00+00:00,2024-03-24T12:00:00+01:00,0,1
2024-03-24T12:00:00+00:00,2024-03-24T13:00:00+01:00,0,1
2024-03-24T13:00:00+00:00,2024-03-24T14:00:00+01:00,0,1
2024-03-24T14:00:00+00:00,2024-03-24T15:00:00+01:00,0,1
2024-03-24T15:00:00+00:00,2024-03-24T16:00:00+01:00,0,1
2024-03-24T16:00:00+00:00,2024-03-24T17:00:00+01:00,0,1
2024-03-24T17:00:00+00:00,2024-03-24T18:00:00+01:00,0,1
2024-03-24T18:00:00+00:00,2024-03-24T19:00:00+01:00,0,1
2024-03-24T19:00:00+00:00,2024-03-24T20:00:00+01:00,0,1
2024-03-24T20:00:00+00:00,2024-03-24T21:00:00+01:00,0,1
2024-03-24T21:00:00+00:00,2024-03-24T22:00:00+01:00,0,1
2024-03-24T22:00:00+00:00,2024-03-24T23:00:00+01:00,0,1
2024-03-24T23:00:00+00:00,2024-03-25T00:00:00+01:00,0,1
2024-03-25T00:00:00+00:00,2024-03-25T01:00:00+01:00,0,1
2024-03-25T01:00:00+00:00,2024-03-25T02:00:00+01:00,0,1
2024-03-25T02:00:00+00:00,2024-03-25T03:00:00+01:00,0,1
2024-03-25T03:00:00+00:00,2024-03-25T04:00:00+01:00,0,1
2024-03-25T04:00:00+00:00,2024-03-25T05:00:00+01:00,0,1
2024-03-25T05:00:00+00:00,2024-03-25T06:00:00+01:00,0,1
2024-03-25T06:00:00+00:00,2024-03-25T07:00:00+01:00,0,1
2024-03-25T07:00:00+00:00,2024-03-25T08:00:00+01:00,0,1
2024-03-25T08:00:00+00:00,2024-03-25T09:00:00+01:00,0,1
2024-03-25T09:00:00+00:00,2024-03-25T10:00:00+01:00,0,1
2024-03-25T10:00:00+00:00,2024-03-25T11:00:00+01:00,0,1
2024-03-25T11:00:00+00:00,2024-03-25T12:00:00+01:00,0,1
2024-03-25T12:00:00+00:00,2024-03-25T13:00:00+01:00,0,1
2024-03-25T13:00:00+00:00,2024-03-25T14:00:00+01:00,0,1
2024-03-25T14:00:00+00:00,2024-03-25T15:00:00+01:00,0,1
2024-03-25T15:00:00+00:00,2024-03-25T16:00:00+01:00,0,1
2024-03-25T16:00:00+00:00,2024-03-25T17:00:00+01:00,0,1
2024-03-25T17:00:00+00:00,2024-03-25T18:00:00+01:00,0,1
2024-03-25T18:00:00+00:00,2024-03-25T19:00:00+01:00,0,1
2024-03-25T19:00:00+00:00,2024-03-25T20:00:00+01:00,0,1
2024-03-25T20:00:00+00:00,2024-03-25T21:00:00+01:00,0,1
2024-03-25T21:00:00+00:00,2024-03-25T22:00:00+01:00,0,1
2024-03-25T22:00:00+00:00,2024-03-25T23:00:00+01:00,0,1
2024-03-25T23:00:00+00:00,2024-03-26T00:00:00+01:00,0,1
2024-03-26T00:00:00+00:00,2024-03-26T01:00:00+01:00,0,1
2024-03-26T01:00:00+00:00,2024-03-26T02:00:00+01:00,0,1
2024-03-26T02:00:00+00:00,2024-03-26T03:00:00+01:00,0,1
2024-03-26T03:00:00+00:00,2024-03-26T04:00:00+01:00,0,1
2024-03-26T04:00:00+00:00,2024-03-26T05:00:00+01:00,0,1
2024-03-26T05:00:00+00:00,2024-03-26T06:00:00+01:00,0,1
2024-03-26T06:00:00+00:00,2024-03-26T07:00:00+01:00,0,1
2024-03-26T07:00:00+00:00,2024-03-26T08:00:00+01:00,0,1
2024-03-26T08:00:00+00:00,2024-03-26T09:00:00+01:00,0,1
2024-03-26T09:00:00+00:00,2024-03-26T10:00:00+01:00,0,1
2024-03-26T10:00:00+00:00,2024-03-26T11:00:00+01:00,0,1
2024-03-26T11:00:00+00:00,2024-03-26T12:00:00+01:00,0,1
2024-03-26T12:00:00+00:00,2024-03-26T13:00:00+01:00,0,1
2024-03-26T13:00:00+00:00,2024-03-26T14:00:00+01:00,0,1
2024-03-26T14:00:00+00:00,2024-03-26T15:00:00+01:00,0,1
2024-03-26T15:00:00+00:00,2024-03-26T16:00:00+01:00,0,1
2024-03-26T16:00:00+00:00,2024-03-26T17:00:00+01:00,0,1
2024-03-26T17:00:00+00:00,2024-03-26T18:00:00+01:00,0,1
2024-03-26T18:00:00+00:00,2024-03-26T19:00:00+01:00,0,1
2024-03-26T19:00:00+00:00,2024-03-26T20:00:00+01:00,0,1
2024-03-26T20:00:00+00:00,2024-03-26T21:00:00+01:00,0,1
2024-03-26T21:00:00+00:00,2024-03-26T22:00:00+01:00,0,1
2024-03-26T22:00:00+00:00,2024-03-26T23:00:00+01:00,0,1
2024-03-26T23:00:00+00:00,2024-03-27T00:00:00+01:00,0,1
2024-03-27T00:00:00+00:00,2024-03-27T01:00:00+01:00,0,1
2024-03-27T01:00:00+00:00,2024-03-27T02:00:00+01:00,0,1
2024-03-27T02:00:00+00:00,2024-03-27T03:00:00+01:00,0,1
2024-03-27T03:00:00+00:00,2024-03-27T04:00:00+01:00,0,1
2024-03-27T04:00:00+00:00,2024-03-27T05:00:00+01:00,0,1
2024-03-27T05:00:00+00:00,2024-03-27T06:00:00+01:00,0,1
2024-03-27T06:00:00+00:00,2024-03-27T07:00:00+01:00,0,1
2024-03-27T07:00:00+00:00,2024-03-27T08:00:00+01:00,0,1
2024-03-27T08:00:00+00:00,2024-03-27T09:00:00+01:00,0,1
2024-03-27T09:00:00+00:00,2024-03-27T10:00:00+01:00,0,1
2024-03-27T10:00:00+00:00,2024-03-27T11:00:00+01:00,0,1
2024-03-27T11:00:00+00:00,2024-03-27T12:00:00+01:00,0,1
2024-03-27T12:00:00+00:00,2024-03-27T13:00:00+01:00,0,1
2024-03-27T13:00:00+00:00,2024-03-27T14:00:00+01:00,0,1
2024-03-27T14:00:00+00:00,2024-03-27T15:00:00+01:00,0,1
2024-03-27T15:00:00+00:00,2024-03-27T16:00:00+01:00,0,1
2024-03-27T16:00:00+00:00,2024-03-27T17:00:00+01:00,0,1
2024-03-27T17:00:00+00:00,2024-03-27T18:00:00+01:00,0,1
2024-03-27T18:00:00+00:00,2024-03-27T19:00:00+01:00,0,1
2024-03-27T19:00:00+00:00,2024-03-27T20:00:00+01:00,0,1
2024-03-27T20:00:00+00:00,2024-03-27T21:00:00+01:00,0,1
2024-03-27T21:00:00+00:00,2024-03-27T22:00:00+01:00,0,1
2024-03-27T22:00:00+00:00,2024-03-27T23:00:00+01:00,0,1
2024-03-27T23:00:00+00:00,2024-03-28T00:00:00+01:00,0,1
2024-03-28T00:00:00+00:00,2024-03-28T01:00:00+01:00,0,1
2024-03-28T01:00:00+00:00,2024-03-28T02:00:00+01:00,0,1
2024-03-28T02:00:00+00:00,2024-03-28T03:00:00+01:00,0,1
2024-03-28T03:00:00+00:00,2024-03-28T04:00:00+01:00,0,1
2024-03-28T04:00:00+00:00,2024-03-28T05:00:00+01:00,0,1
2024-03-28T05:00:00+00:00,2024-03-28T06:00:00+01:00,0,1
2024-03-28T06:00:00+00:00,2024-03-28T07:00:00+01:00,0,1
2024-03-28T07:00:00+00:00,2024-03-28T08:00:00+01:00,0,1
2024-03-28T08:00:00+00:00,2024-03-28T09:00:00+01:00,0,1
2024-03-28T09:00:00+00:00,2024-03-28T10:00:00+01:00,0,1
2024-03-28T10:00:00+00:00,2024-03-28T11:00:00+01:00,0,1
2024-03-28T11:00:00+00:00,2024-03-28T12:00:00+01:00,0,1
2024-03-28T12:00:00+00:00,2024-03-28T13:00:00+01:00,0,1
2024-03-28T13:00:00+00:00,2024-03-28T14:00:00+01:00,0,1
2024-03-28T14:00:00+00:00,2024-03-28T15:00:00+01:00,0,1
2024-03-28T15:00:00+00:00,2024-03-28T16:00:00+01:00,0,1
2024-03-28T16:00:00+00:00,2024-03-28T17:00:00+01:00,0,1
2024-03-28T17:00:00+00:00,2024-03-28T18:00:00+01:00,0,1
2024-03-28T18:00:00+00:00,2024-03-28T19:00:00+01:00,0,1
2024-03-28T19:00:00+00:00,2024-03-28T20:00:00+01:00,0,1
2024-03-28T20:00:00+00:00,2024-03-28T21:00:00+01:00,0,1
2024-03-28T21:00:00+00:00,2024-03-28T22:00:00+01:00,0,1
2024-03-28T22:00:00+00:00,2024-03-28T23:00:00+01:00,0,1
2024-03-28T23:00:00+00:00,2024-03-29T00:00:00+01:00,0,1
2024-03-29T00:00:00+00:00,2024-03-29T01:00:00+01:00,0,1
2024-03-29T01:00:00+00:00,2024-03-29T02:00:00+01:00,0,1
2024-03-29T02:00:00+00:00,2024-03-29T03:00:00+01:00,0,1
2024-03-29T03:00:00+00:00,2024-03-29T04:00:00+01:00,0,1
2024-03-29T04:00:00+00:00,2024-03-29T05:00:00+01:00,0,1
2024-03-29T05:00:00+00:00,2024-03-29T06:00:00+01:00,0,1
2024-03-29T06:00:00+00:00,2024-03-29T07:00:00+01:00,0,1
2024-03-29T07:00:00+00:00,2024-03-29T08:00:00+01:00,0,1
2024-03-29T08:00:00+00:00,2024-03-29T09:00:00+01:00,0,1
2024-03-29T09:00:00+00:00,2024-03-29T10:00:00+01:00,0,1
2024-03-29T10:00:00+00:00,2024-03-29T11:00:00+01:00,0,1
2024-03-29T11:00:00+00:00,2024-03-29T12:00:00+01:00,0,1
2024-03-29T12:00:00+00:00,2024-03-29T13:00:00+01:00,0,1
2024-03-29T13:00:00+00:00,2024-03-29T14:00:00+01:00,0,1
2024-03-29T14:00:00+00:00,2024-03-29T15:00:00+01:00,0,1
2024-03-29T15:00:00+00:00,2024-03-29T16:00:00+01:00,0,1
2024-03-29T16:00:00+00:00,2024-03-29T17:00:00+01:00,0,1
2024-03-29T17:00:00+00:00,2024-03-29T18:00:00+01:00,0,1
2024-03-29T18:00:00+00:00,2024-03-29T19:00:00+01:00,0,1
2024-03-29T19:00:00+00:00,2024-03-29T20:00:00+01:00,0,1
2024-03-29T20:00:00+00:00,2024-03-29T21:00:00+01:00,0,1
2024-03-29T21:00:00+00:00,2024-03-29T22:00:00+01:00,0,1
2024-03-29T22:00:00+00:00,2024-03-29T23:00:00+01:00,0,1
2024-03-29T23:00:00+00:00,2024-03-30T00:00:00+01:00,0,1
2024-03-30T00:00:00+00:00,2024-03-30T01:00:00+01:00,0,1
2024-03-30T01:00:00+00:00,2024-03-30T02:00:00+01:00,0,1
2024-03-30T02:00:00+00:00,2024-03-30T03:00:00+01:00,0,1
2024-03-30T03:00:00+00:00,2024-03-30T04:00:00+01:00,0,1
2024-03-30T04:00:00+00:00,2024-03-30T05:00:00+01:00,0,1
2024-03-30T05:00:00+00:00,2024-03-30T06:00:00+01:00,0,1
2024-03-30T06:00:00+00:00,2024-03-30T07:00:00+01:00,0,1
2024-03-30T07:00:00+00:00,2024-03-30T08:00:00+01:00,0,1
2024-03-30T08:00:00+00:00,2024-03-30T09:00:00+01:00,0,1
2024-03-30T09:00:00+00:00,2024-03-30T10:00:00+01:00,0,1
2024-03-30T10:00:00+00:00,2024-03-30T11:00:00+01:00,0,1
2024-03-30T11:00:00+00:00,2024-03-30T12:00:00+01:00,0,1
2024-03-30T12:00:00+00:00,2024-03-30T13:00:00+01:00,0,1
2024-03-30T13:00:00+00:00,2024-03-30T14:00:00+01:00,0,1
2024-03-30T14:00:00+00:00,2024-03-30T15:00:00+01:00,0,1
2024-03-30T15:00:00+00:00,2024-03-30T16:00:00+01:00,0,1
2024-03-30T16:00:00+00:00,2024-03-30T17:00:00+01:00,0,1
2024-03-30T17:00:00+00:00,2024-03-30T18:00:00+01:00,0,1
2024-03-30T18:00:00+00:00,2024-03-30T19:00:00+01:00,0,1
2024-03-30T19:00:00+00:00,2024-03-30T20:00:00+01:00,0,1
2024-03-30T20:00:00+00:00,2024-03-30T21:00:00+01:00,0,1
2024-03-30T21:00:00+00:00,2024-03-30T22:00:00+01:00,0,1
2024-03-30T22:00:00+00:00,2024-03-30T23:00:00+01:00,0,1
2024-03-30T23:00:00+00:00,2024-03-31T00:00:00+01:00,0,1
2024-03-31T00:00:00+00:00,2024-03-31T01:00:00+01:00,0,1
2024-03-31T01:00:00+00:00,2024-03-31T03:00:00+02:00,0,1
2024-03-31T02:00:00+00:00,2024-03-31T04:00:00+02:00,0,1
2024-03-31T03:00:00+00:00,2024-03-31T05:00:00+02:00,0,1
2024-03-31T04:00:00+00:00,2024-03-31T06:00:00+02:00,0,1
2024-03-31T05:00:00+00:00,2024-03-31T07:00:00+02:00,0,1
2024-03-31T06:00:00+00:00,2024-03-31T08:00:00+02:00,0,1
2024-03-31T07:00:00+00:00,2024-03-31T09:00:00+02:00,0,1
2024-03-31T08:00:00+00:00,2024-03-31T10:00:00+02:00,0,1
2024-03-31T09:00:00+00:00,2024-03-31T11:00:00+02:00,0,1
2024-03-31T10:00:00+00:00,2024-03-31T12:00:00+02:00,0,1
2024-03-31T11:00:00+00:00,2024-03-31T13:00:00+02:00,0,1
2024-03-31T12:00:00+00:00,2024-03-31T14:00:00+02:00,0,1
2024-03-31T13:00:00+00:00,2024-03-31T15:00:00+02:00,0,1
2024-03-31T14:00:00+00:00,2024-03-31T16:00:00+02:00,0,1
2024-03-31T15:00:00+00:00,2024-03-31T17:00:00+02:00,0,1
2024-03-31T16:00:00+00:00,2024-03-31T18:00:00+02:00,0,1
2024-03-31T17:00:00+00:00,2024-03-31T19:00:00+02:00,0,1
2024-03-31T18:00:00+00:00,2024-03-31T20:00:00+02:00,0,1
2024-03-31T19:00:00+00:00,2024-03-31T21:00:00+02:00,0,1
2024-03-31T20:00:00+00:00,2024-03-31T22:00:00+02:00,0,1
2024-03-31T21:00:00+00:00,2024-03-31T23:00:00+02:00,0,1
2024-03-31T22:00:00+00:00,2024-04-01T00:00:00+02:00,0,1
2024-03-31T23:00:00+00:00,2024-04-01T01:00:00+02:00,0,1
2024-04-01T00:00:00+00:00,2024-04-01T02:00:00+02:00,0,1
2024-04-01T01:00:00+00:00,2024-04-01T03:00:00+02:00,0,1
2024-04-01T02:00:00+00:00,2024-04-01T04:00:00+02:00,0,1
